Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
Basic,10,04-11-2022,06-07-2023,Spain,28,Female,Smartphone,1 Month
Standard,14,02-11-2022,07-07-2023,United States,32,Female,Smartphone,1 Month
Premium,13,27-10-2022,07-07-2023,Canada,37,Female,Tablet,1 Month
Basic,11,18-10-2022,05-07-2023,United States,37,Female,Tablet,1 Month
Premium,12,07-10-2022,08-07-2023,United States,34,Female,Smart TV,1 Month
Basic,15,04-10-2022,07-07-2023,Canada,30,Female,Tablet,1 Month
Standard,14,17-09-2022,07-07-2023,United Kingdom,35,Male,Tablet,1 Month
Standard,14,15-09-2022,06-07-2023,Australia,41,Female,Laptop,1 Month
Basic,13,10-09-2022,08-07-2023,Germany,50,Female,Tablet,1 Month
Premium,11,09-09-2022,08-07-2023,France,48,Female,Laptop,1 Month
Basic,12,09-09-2022,08-07-2023,Brazil,29,Male,Smart TV,1 Month
Standard,12,07-09-2022,06-07-2023,Mexico,37,Male,Tablet,1 Month
Premium,15,08-09-2022,08-07-2023,Spain,36,Female,Tablet,1 Month
Basic,15,14-08-2022,07-07-2023,Italy,45,Male,Tablet,1 Month
Premium,15,06-08-2022,08-07-2023,Spain,27,Female,Smart TV,1 Month
Basic,12,06-08-2022,06-07-2023,Spain,31,Female,Tablet,1 Month
Standard,11,29-07-2022,09-07-2023,United States,42,Female,Tablet,1 Month
Standard,15,28-07-2022,06-07-2023,Canada,43,Female,Smartphone,1 Month
Basic,13,24-07-2022,07-07-2023,United States,43,Male,Smart TV,1 Month
Premium,15,22-07-2022,06-07-2023,United States,35,Female,Laptop,1 Month
Basic,13,19-07-2022,10-07-2023,Canada,51,Male,Laptop,1 Month
Standard,13,17-07-2022,07-07-2023,United Kingdom,42,Female,Smartphone,1 Month
Premium,13,16-07-2022,07-07-2023,Australia,36,Male,Tablet,1 Month
Basic,13,13-07-2022,07-07-2023,Germany,50,Female,Tablet,1 Month
Premium,15,14-07-2022,09-07-2023,France,43,Female,Laptop,1 Month
Basic,11,07-07-2022,07-07-2023,Brazil,28,Male,Laptop,1 Month
Standard,10,06-07-2022,09-07-2023,Mexico,48,Female,Smart TV,1 Month
Standard,14,30-06-2022,07-07-2023,Spain,47,Female,Tablet,1 Month
Basic,12,30-06-2022,09-07-2023,Italy,31,Male,Smart TV,1 Month
Premium,14,01-07-2022,06-07-2023,Spain,45,Male,Laptop,1 Month
Basic,15,02-07-2022,09-07-2023,Spain,45,Female,Tablet,1 Month
Standard,14,03-07-2022,06-07-2023,United States,42,Female,Smart TV,1 Month
Premium,12,06-07-2022,08-07-2023,Canada,36,Female,Tablet,1 Month
Basic,14,07-07-2022,07-07-2023,United States,32,Male,Smart TV,1 Month
Basic,10,15-07-2022,09-07-2023,United States,50,Male,Tablet,1 Month
Basic,14,17-07-2022,06-07-2023,Canada,39,Male,Smart TV,1 Month
Standard,10,26-07-2022,08-07-2023,United Kingdom,51,Male,Smartphone,1 Month
Premium,14,05-08-2022,07-07-2023,Australia,49,Female,Tablet,1 Month
Basic,14,12-08-2022,09-07-2023,Germany,42,Male,Tablet,1 Month
Basic,12,14-08-2022,06-07-2023,France,46,Male,Tablet,1 Month
Premium,12,15-08-2022,07-07-2023,Brazil,30,Male,Smartphone,1 Month
Standard,10,18-08-2022,07-07-2023,Mexico,48,Male,Smart TV,1 Month
Standard,12,21-08-2022,09-07-2023,Spain,40,Female,Laptop,1 Month
Basic,10,04-09-2022,06-07-2023,Italy,50,Female,Smart TV,1 Month
Premium,15,05-09-2022,07-07-2023,Spain,49,Female,Laptop,1 Month
Standard,11,08-09-2022,07-07-2023,Spain,37,Male,Smartphone,1 Month
Basic,12,15-09-2022,08-07-2023,United States,43,Male,Laptop,1 Month
Standard,15,17-09-2022,06-07-2023,Canada,40,Female,Tablet,1 Month
Premium,14,19-09-2022,09-07-2023,United States,27,Male,Laptop,1 Month
Basic,10,23-09-2022,06-07-2023,United States,47,Male,Smart TV,1 Month
Premium,11,26-09-2022,08-07-2023,Canada,50,Male,Smartphone,1 Month
Standard,12,30-09-2022,08-07-2023,United Kingdom,31,Female,Smartphone,1 Month
Basic,10,07-10-2022,10-07-2023,Australia,33,Male,Smartphone,1 Month
Standard,13,09-10-2022,07-07-2023,Germany,42,Female,Tablet,1 Month
Premium,14,12-10-2022,07-07-2023,France,51,Female,Laptop,1 Month
Basic,12,13-10-2022,08-07-2023,Brazil,43,Female,Smartphone,1 Month
Standard,15,14-10-2022,10-07-2023,Mexico,45,Female,Smart TV,1 Month
Premium,13,19-10-2022,07-07-2023,Spain,48,Female,Tablet,1 Month
Basic,14,20-10-2022,07-07-2023,Italy,48,Female,Smart TV,1 Month
Premium,12,22-10-2022,08-07-2023,Spain,30,Male,Smartphone,1 Month
Basic,15,24-10-2022,09-07-2023,Spain,29,Female,Tablet,1 Month
Standard,10,28-10-2022,06-07-2023,United States,28,Male,Tablet,1 Month
Standard,12,30-10-2022,08-07-2023,Canada,46,Female,Laptop,1 Month
Basic,13,01-11-2022,08-07-2023,United States,45,Male,Smart TV,1 Month
Premium,12,03-11-2022,08-07-2023,United States,30,Male,Tablet,1 Month
Basic,13,04-11-2022,06-07-2023,Canada,44,Female,Laptop,1 Month
Standard,14,05-11-2022,07-07-2023,United Kingdom,46,Male,Laptop,1 Month
Premium,13,06-11-2022,08-07-2023,Australia,36,Female,Tablet,1 Month
Basic,12,07-11-2022,08-07-2023,Germany,27,Female,Smartphone,1 Month
Premium,14,05-11-2022,05-07-2023,France,43,Male,Laptop,1 Month
Basic,11,05-11-2022,09-07-2023,Brazil,48,Female,Smartphone,1 Month
Standard,12,06-11-2022,08-07-2023,Mexico,36,Female,Smartphone,1 Month
Standard,10,03-11-2022,07-07-2023,Spain,44,Male,Smart TV,1 Month
Basic,11,22-10-2022,06-07-2023,Italy,41,Female,Tablet,1 Month
Premium,12,22-10-2022,09-07-2023,Spain,29,Female,Smart TV,1 Month
Basic,13,15-10-2022,09-07-2023,Spain,28,Female,Smartphone,1 Month
Standard,11,24-09-2022,07-07-2023,United States,36,Female,Smartphone,1 Month
Premium,15,15-09-2022,06-07-2023,Canada,36,Female,Smart TV,1 Month
Basic,14,15-09-2022,08-07-2023,United States,40,Male,Laptop,1 Month
Premium,11,12-09-2022,08-07-2023,United States,35,Female,Tablet,1 Month
Basic,14,12-09-2022,09-07-2023,Canada,34,Female,Smartphone,1 Month
Standard,10,11-09-2022,07-07-2023,United Kingdom,46,Male,Laptop,1 Month
Standard,14,11-09-2022,08-07-2023,Australia,47,Female,Smart TV,1 Month
Basic,12,16-08-2022,07-07-2023,Germany,32,Female,Smartphone,1 Month
Premium,13,12-08-2022,08-07-2023,France,45,Male,Smartphone,1 Month
Basic,10,02-08-2022,07-07-2023,Brazil,31,Female,Smartphone,1 Month
Standard,11,01-08-2022,10-07-2023,Mexico,49,Male,Laptop,1 Month
Premium,11,29-07-2022,07-07-2023,Spain,33,Female,Smartphone,1 Month
Basic,12,28-07-2022,08-07-2023,Italy,30,Male,Smartphone,1 Month
Premium,11,25-07-2022,08-07-2023,Spain,48,Female,Laptop,1 Month
Basic,14,20-07-2022,10-07-2023,Spain,49,Female,Tablet,1 Month
Standard,13,16-07-2022,08-07-2023,United States,43,Male,Laptop,1 Month
Standard,14,16-07-2022,08-07-2023,Canada,46,Female,Laptop,1 Month
Basic,12,15-07-2022,07-07-2023,United States,33,Male,Smartphone,1 Month
Premium,15,13-07-2022,09-07-2023,United States,31,Female,Smartphone,1 Month
Basic,13,06-07-2022,07-07-2023,Canada,44,Female,Smart TV,1 Month
Standard,10,03-07-2022,09-07-2023,United Kingdom,34,Male,Smart TV,1 Month
Premium,15,04-07-2022,07-07-2023,Australia,41,Male,Laptop,1 Month
Basic,10,03-07-2022,09-07-2023,Germany,42,Male,Laptop,1 Month
Premium,15,03-07-2022,07-07-2023,France,38,Female,Laptop,1 Month
Basic,13,04-07-2022,10-07-2023,Brazil,31,Female,Tablet,1 Month
Standard,11,05-07-2022,06-07-2023,Mexico,35,Female,Smartphone,1 Month
Standard,15,07-07-2022,08-07-2023,Spain,32,Male,Smartphone,1 Month
Basic,15,08-07-2022,07-07-2023,Italy,39,Male,Smartphone,1 Month
Premium,12,13-07-2022,10-07-2023,Spain,42,Male,Laptop,1 Month
Basic,11,15-07-2022,06-07-2023,Spain,31,Male,Tablet,1 Month
Standard,14,01-08-2022,08-07-2023,United States,38,Male,Tablet,1 Month
Premium,13,11-08-2022,08-07-2023,Canada,48,Male,Smart TV,1 Month
Basic,14,13-08-2022,09-07-2023,United States,29,Male,Tablet,1 Month
Basic,10,15-08-2022,06-07-2023,United States,43,Female,Smart TV,1 Month
Basic,13,16-08-2022,08-07-2023,Canada,49,Female,Smartphone,1 Month
Standard,14,18-08-2022,08-07-2023,United Kingdom,50,Male,Smartphone,1 Month
Premium,14,25-08-2022,09-07-2023,Australia,50,Male,Smartphone,1 Month
Basic,14,29-08-2022,06-07-2023,Germany,51,Male,Smart TV,1 Month
Basic,11,04-09-2022,09-07-2023,France,29,Male,Tablet,1 Month
Premium,11,13-09-2022,07-07-2023,Brazil,50,Female,Smartphone,1 Month
Standard,12,14-09-2022,08-07-2023,Mexico,39,Female,Tablet,1 Month
Standard,10,17-09-2022,06-07-2023,Spain,27,Female,Smart TV,1 Month
Basic,15,18-09-2022,10-07-2023,Italy,29,Male,Smart TV,1 Month
Premium,15,23-09-2022,07-07-2023,Spain,28,Male,Tablet,1 Month
Standard,11,27-09-2022,08-07-2023,Spain,46,Male,Smartphone,1 Month
Basic,14,04-10-2022,08-07-2023,United States,50,Female,Tablet,1 Month
Standard,12,09-10-2022,11-07-2023,Canada,33,Female,Tablet,1 Month
Premium,14,10-10-2022,07-07-2023,United States,32,Female,Tablet,1 Month
Basic,12,11-10-2022,08-07-2023,United States,38,Male,Smart TV,1 Month
Premium,13,13-10-2022,09-07-2023,Canada,49,Male,Smart TV,1 Month
Standard,12,15-10-2022,10-07-2023,United Kingdom,50,Male,Laptop,1 Month
Basic,13,20-10-2022,07-07-2023,Australia,37,Female,Laptop,1 Month
Standard,15,21-10-2022,08-07-2023,Germany,33,Female,Laptop,1 Month
Premium,11,23-10-2022,09-07-2023,France,33,Female,Tablet,1 Month
Basic,15,25-10-2022,09-07-2023,Brazil,46,Male,Smartphone,1 Month
Standard,10,27-10-2022,07-07-2023,Mexico,28,Male,Smartphone,1 Month
Premium,11,30-10-2022,08-07-2023,Spain,33,Male,Tablet,1 Month
Basic,15,01-11-2022,09-07-2023,Italy,45,Male,Laptop,1 Month
Premium,14,02-11-2022,09-07-2023,Spain,43,Male,Laptop,1 Month
Basic,11,04-11-2022,06-07-2023,Spain,49,Female,Smartphone,1 Month
Standard,13,06-11-2022,07-07-2023,United States,41,Female,Tablet,1 Month
Standard,14,07-11-2022,09-07-2023,Canada,39,Female,Smartphone,1 Month
Basic,14,06-11-2022,08-07-2023,United States,45,Female,Smartphone,1 Month
Premium,15,07-11-2022,06-07-2023,United States,38,Male,Tablet,1 Month
Basic,15,07-11-2022,10-07-2023,Canada,30,Male,Smart TV,1 Month
Standard,12,03-11-2022,08-07-2023,United Kingdom,27,Female,Smart TV,1 Month
Premium,15,03-11-2022,08-07-2023,Australia,36,Female,Smartphone,1 Month
Basic,15,31-10-2022,06-07-2023,Germany,36,Female,Tablet,1 Month
Premium,11,28-10-2022,09-07-2023,France,28,Male,Tablet,1 Month
Basic,10,28-09-2022,09-07-2023,Brazil,45,Female,Smartphone,1 Month
Standard,15,19-09-2022,09-07-2023,Mexico,41,Male,Smartphone,1 Month
Standard,12,16-09-2022,08-07-2023,Spain,29,Male,Smart TV,1 Month
Basic,15,17-09-2022,08-07-2023,Italy,35,Male,Smartphone,1 Month
Premium,12,17-09-2022,08-07-2023,Spain,36,Female,Smart TV,1 Month
Basic,11,15-09-2022,09-07-2023,Spain,41,Male,Laptop,1 Month
Standard,11,14-09-2022,08-07-2023,United States,46,Male,Tablet,1 Month
Premium,11,14-09-2022,08-07-2023,Canada,46,Female,Tablet,1 Month
Basic,10,13-09-2022,08-07-2023,United States,42,Male,Smartphone,1 Month
Premium,13,13-08-2022,08-07-2023,United States,40,Male,Tablet,1 Month
Basic,14,12-08-2022,08-07-2023,Canada,32,Female,Tablet,1 Month
Standard,11,07-08-2022,10-07-2023,United Kingdom,34,Female,Smartphone,1 Month
Standard,11,07-08-2022,09-07-2023,Australia,27,Female,Smart TV,1 Month
Basic,11,04-08-2022,08-07-2023,Germany,38,Male,Laptop,1 Month
Premium,14,24-07-2022,08-07-2023,France,34,Female,Laptop,1 Month
Basic,13,18-07-2022,10-07-2023,Brazil,28,Male,Tablet,1 Month
Standard,12,17-07-2022,08-07-2023,Mexico,48,Male,Smartphone,1 Month
Premium,13,17-07-2022,09-07-2023,Spain,42,Female,Laptop,1 Month
Basic,10,14-07-2022,08-07-2023,Italy,37,Female,Smart TV,1 Month
Premium,11,06-07-2022,10-07-2023,Spain,28,Female,Tablet,1 Month
Basic,13,07-07-2022,08-07-2023,Spain,43,Female,Smart TV,1 Month
Standard,10,07-07-2022,11-07-2023,United States,44,Female,Smart TV,1 Month
Standard,12,08-07-2022,07-07-2023,Canada,33,Female,Smartphone,1 Month
Basic,13,07-07-2022,09-07-2023,United States,36,Male,Smart TV,1 Month
Premium,14,08-07-2022,07-07-2023,United States,27,Male,Tablet,1 Month
Basic,11,09-07-2022,11-07-2023,Canada,41,Male,Tablet,1 Month
Standard,14,09-07-2022,07-07-2023,United Kingdom,32,Male,Smart TV,1 Month
Premium,12,09-07-2022,08-07-2023,Australia,36,Female,Laptop,1 Month
Basic,12,12-07-2022,07-07-2023,Germany,36,Female,Tablet,1 Month
Premium,13,15-07-2022,10-07-2023,France,36,Male,Laptop,1 Month
Basic,14,16-07-2022,07-07-2023,Brazil,32,Male,Smart TV,1 Month
Standard,10,18-07-2022,08-07-2023,Mexico,45,Female,Smartphone,1 Month
Standard,11,13-08-2022,09-07-2023,Spain,43,Female,Tablet,1 Month
Basic,10,14-08-2022,10-07-2023,Italy,35,Male,Tablet,1 Month
Premium,13,16-08-2022,07-07-2023,Spain,29,Female,Smart TV,1 Month
Basic,14,17-08-2022,08-07-2023,Spain,33,Female,Smart TV,1 Month
Standard,14,25-08-2022,08-07-2023,United States,49,Male,Smart TV,1 Month
Premium,15,28-08-2022,09-07-2023,Canada,27,Male,Tablet,1 Month
Basic,14,29-08-2022,07-07-2023,United States,39,Female,Smart TV,1 Month
Basic,10,11-09-2022,10-07-2023,United States,34,Female,Smart TV,1 Month
Basic,12,12-09-2022,08-07-2023,Canada,39,Male,Smartphone,1 Month
Standard,11,16-09-2022,09-07-2023,United Kingdom,39,Female,Laptop,1 Month
Premium,15,17-09-2022,09-07-2023,Australia,39,Female,Smart TV,1 Month
Basic,10,21-09-2022,10-07-2023,Germany,40,Female,Laptop,1 Month
Basic,15,23-09-2022,08-07-2023,France,40,Male,Tablet,1 Month
Premium,14,27-09-2022,08-07-2023,Brazil,31,Male,Smartphone,1 Month
Standard,12,09-10-2022,09-07-2023,Mexico,47,Male,Smartphone,1 Month
Standard,11,10-10-2022,11-07-2023,Spain,43,Male,Laptop,1 Month
Basic,13,11-10-2022,08-07-2023,Italy,34,Male,Smartphone,1 Month
Premium,12,12-10-2022,08-07-2023,Spain,30,Female,Tablet,1 Month
Standard,15,13-10-2022,09-07-2023,Spain,33,Female,Smartphone,1 Month
Basic,12,19-10-2022,10-07-2023,United States,29,Male,Tablet,1 Month
Standard,14,21-10-2022,07-07-2023,Canada,35,Female,Smartphone,1 Month
Premium,13,23-10-2022,08-07-2023,United States,41,Female,Laptop,1 Month
Basic,14,24-10-2022,10-07-2023,United States,34,Female,Smartphone,1 Month
Premium,12,26-10-2022,09-07-2023,Canada,28,Female,Tablet,1 Month
Standard,15,27-10-2022,07-07-2023,United Kingdom,31,Male,Smart TV,1 Month
Basic,15,01-11-2022,08-07-2023,Australia,29,Male,Smart TV,1 Month
Standard,12,02-11-2022,09-07-2023,Germany,44,Female,Tablet,1 Month
Premium,10,04-11-2022,09-07-2023,France,44,Female,Tablet,1 Month
Basic,13,05-11-2022,06-07-2023,Brazil,29,Male,Laptop,1 Month
Standard,12,06-11-2022,09-07-2023,Mexico,32,Female,Tablet,1 Month
Premium,11,07-11-2022,09-07-2023,Spain,31,Male,Smartphone,1 Month
Basic,14,08-11-2022,08-07-2023,Italy,27,Male,Laptop,1 Month
Premium,13,08-11-2022,06-07-2023,Spain,43,Female,Laptop,1 Month
Basic,14,09-11-2022,10-07-2023,Spain,48,Male,Tablet,1 Month
Standard,15,09-11-2022,09-07-2023,United States,37,Female,Tablet,1 Month
Standard,11,05-11-2022,08-07-2023,Canada,42,Male,Smartphone,1 Month
Basic,11,04-11-2022,07-07-2023,United States,40,Male,Tablet,1 Month
Premium,13,19-10-2022,09-07-2023,United States,37,Female,Tablet,1 Month
Basic,12,12-10-2022,09-07-2023,Canada,31,Male,Smartphone,1 Month
Standard,11,03-10-2022,09-07-2023,United Kingdom,30,Male,Smart TV,1 Month
Premium,15,28-09-2022,08-07-2023,Australia,51,Female,Smartphone,1 Month
Basic,15,17-09-2022,09-07-2023,Germany,42,Female,Laptop,1 Month
Premium,13,16-09-2022,08-07-2023,France,37,Female,Smartphone,1 Month
Basic,14,15-09-2022,09-07-2023,Brazil,44,Female,Smartphone,1 Month
Standard,11,14-09-2022,08-07-2023,Mexico,37,Male,Tablet,1 Month
Standard,11,15-09-2022,09-07-2023,Spain,44,Male,Smartphone,1 Month
Basic,11,06-09-2022,09-07-2023,Italy,40,Male,Tablet,1 Month
Premium,15,28-08-2022,09-07-2023,Spain,27,Male,Smart TV,1 Month
Basic,12,07-08-2022,08-07-2023,Spain,31,Male,Smart TV,1 Month
Standard,15,07-08-2022,10-07-2023,United States,39,Female,Smartphone,1 Month
Premium,12,06-08-2022,09-07-2023,Canada,47,Female,Tablet,1 Month
Basic,15,30-07-2022,09-07-2023,United States,30,Male,Smart TV,1 Month
Premium,12,30-07-2022,08-07-2023,United States,35,Male,Laptop,1 Month
Basic,14,30-07-2022,10-07-2023,Canada,39,Male,Smartphone,1 Month
Standard,15,19-07-2022,08-07-2023,United Kingdom,29,Female,Tablet,1 Month
Standard,11,17-07-2022,10-07-2023,Australia,28,Male,Laptop,1 Month
Basic,11,12-07-2022,08-07-2023,Germany,39,Male,Tablet,1 Month
Premium,10,11-07-2022,10-07-2023,France,34,Male,Smart TV,1 Month
Basic,14,10-07-2022,08-07-2023,Brazil,47,Male,Smart TV,1 Month
Standard,14,10-07-2022,11-07-2023,Mexico,47,Female,Smart TV,1 Month
Premium,13,08-07-2022,08-07-2023,Spain,46,Male,Smart TV,1 Month
Basic,12,09-07-2022,09-07-2023,Italy,31,Male,Smart TV,1 Month
Premium,10,09-07-2022,08-07-2023,Spain,41,Female,Smart TV,1 Month
Basic,10,09-07-2022,11-07-2023,Spain,30,Female,Smartphone,1 Month
Standard,11,10-07-2022,08-07-2023,United States,41,Male,Tablet,1 Month
Standard,12,12-07-2022,08-07-2023,Canada,48,Female,Laptop,1 Month
Basic,10,13-07-2022,09-07-2023,United States,35,Female,Laptop,1 Month
Premium,13,16-07-2022,10-07-2023,United States,41,Female,Laptop,1 Month
Basic,10,17-07-2022,07-07-2023,Canada,39,Female,Smart TV,1 Month
Standard,10,26-07-2022,09-07-2023,United Kingdom,45,Male,Laptop,1 Month
Premium,10,31-07-2022,09-07-2023,Australia,41,Male,Laptop,1 Month
Basic,13,03-08-2022,10-07-2023,Germany,28,Male,Laptop,1 Month
Premium,10,15-08-2022,07-07-2023,France,28,Female,Tablet,1 Month
Basic,15,18-08-2022,10-07-2023,Brazil,48,Male,Smart TV,1 Month
Standard,10,27-08-2022,08-07-2023,Mexico,40,Female,Smart TV,1 Month
Standard,12,29-08-2022,10-07-2023,Spain,39,Male,Smart TV,1 Month
Basic,12,05-09-2022,07-07-2023,Italy,27,Male,Smartphone,1 Month
Premium,10,06-09-2022,11-07-2023,Spain,32,Female,Smart TV,1 Month
Basic,10,14-09-2022,08-07-2023,Spain,38,Male,Laptop,1 Month
Standard,10,16-09-2022,09-07-2023,United States,41,Female,Laptop,1 Month
Premium,10,18-09-2022,10-07-2023,Canada,32,Female,Laptop,1 Month
Basic,12,23-09-2022,11-07-2023,United States,37,Male,Tablet,1 Month
Basic,12,25-09-2022,08-07-2023,United States,50,Female,Laptop,1 Month
Basic,10,06-10-2022,09-07-2023,Canada,48,Female,Laptop,1 Month
Standard,11,09-10-2022,10-07-2023,United Kingdom,37,Male,Tablet,1 Month
Premium,13,11-10-2022,11-07-2023,Australia,46,Female,Laptop,1 Month
Basic,13,12-10-2022,08-07-2023,Germany,46,Male,Laptop,1 Month
Basic,15,13-10-2022,09-07-2023,France,39,Male,Smart TV,1 Month
Premium,13,17-10-2022,10-07-2023,Brazil,42,Female,Smart TV,1 Month
Standard,11,19-10-2022,10-07-2023,Mexico,41,Female,Smartphone,1 Month
Standard,10,21-10-2022,07-07-2023,Spain,28,Male,Smart TV,1 Month
Basic,14,23-10-2022,09-07-2023,Italy,43,Male,Tablet,1 Month
Premium,14,25-10-2022,10-07-2023,Spain,45,Female,Smart TV,1 Month
Standard,10,27-10-2022,09-07-2023,Spain,45,Male,Smart TV,1 Month
Basic,13,31-10-2022,07-07-2023,United States,48,Male,Smartphone,1 Month
Standard,12,02-11-2022,09-07-2023,Canada,30,Male,Laptop,1 Month
Premium,11,04-11-2022,10-07-2023,United States,51,Female,Smart TV,1 Month
Basic,12,05-11-2022,09-07-2023,United States,48,Female,Smartphone,1 Month
Premium,13,06-11-2022,07-07-2023,Canada,41,Female,Smart TV,1 Month
Standard,11,07-11-2022,10-07-2023,United Kingdom,37,Female,Smartphone,1 Month
Basic,11,08-11-2022,09-07-2023,Australia,43,Male,Laptop,1 Month
Standard,15,08-11-2022,08-07-2023,Germany,51,Male,Laptop,1 Month
Premium,10,09-11-2022,07-07-2023,France,34,Female,Smartphone,1 Month
Basic,10,09-11-2022,10-07-2023,Brazil,35,Female,Smartphone,1 Month
Standard,12,05-11-2022,09-07-2023,Mexico,45,Female,Smart TV,1 Month
Premium,12,05-11-2022,10-07-2023,Spain,31,Male,Smart TV,1 Month
Basic,15,02-11-2022,08-07-2023,Italy,50,Female,Laptop,1 Month
Premium,12,30-10-2022,09-07-2023,Spain,41,Male,Smartphone,1 Month
Basic,11,30-10-2022,09-07-2023,Spain,42,Female,Laptop,1 Month
Standard,11,24-10-2022,09-07-2023,United States,41,Male,Tablet,1 Month
Standard,14,08-10-2022,08-07-2023,Canada,34,Male,Tablet,1 Month
Basic,13,04-10-2022,09-07-2023,United States,35,Female,Smartphone,1 Month
Premium,10,28-09-2022,09-07-2023,United States,48,Male,Smartphone,1 Month
Basic,11,22-09-2022,09-07-2023,Canada,39,Female,Smart TV,1 Month
Standard,14,19-09-2022,09-07-2023,United Kingdom,37,Female,Laptop,1 Month
Premium,10,13-09-2022,09-07-2023,Australia,31,Male,Tablet,1 Month
Basic,14,05-09-2022,09-07-2023,Germany,29,Female,Laptop,1 Month
Premium,10,20-08-2022,09-07-2023,France,36,Male,Tablet,1 Month
Basic,10,10-08-2022,08-07-2023,Brazil,32,Male,Smartphone,1 Month
Standard,10,10-08-2022,11-07-2023,Mexico,31,Female,Smartphone,1 Month
Standard,14,06-08-2022,09-07-2023,Spain,31,Male,Laptop,1 Month
Basic,12,03-08-2022,10-07-2023,Italy,29,Male,Smart TV,1 Month
Premium,10,01-08-2022,09-07-2023,Spain,48,Male,Smart TV,1 Month
Basic,14,28-07-2022,10-07-2023,Spain,46,Male,Tablet,1 Month
Standard,15,22-07-2022,09-07-2023,United States,35,Female,Smartphone,1 Month
Premium,11,22-07-2022,11-07-2023,Canada,37,Female,Tablet,1 Month
Basic,12,20-07-2022,09-07-2023,United States,45,Female,Tablet,1 Month
Premium,15,12-07-2022,10-07-2023,United States,48,Female,Laptop,1 Month
Basic,10,12-07-2022,09-07-2023,Canada,44,Female,Laptop,1 Month
Standard,14,10-07-2022,11-07-2023,United Kingdom,47,Female,Laptop,1 Month
Standard,12,11-07-2022,08-07-2023,Australia,35,Male,Smart TV,1 Month
Basic,10,11-07-2022,09-07-2023,Germany,35,Female,Smartphone,1 Month
Premium,11,09-07-2022,08-07-2023,France,35,Male,Smartphone,1 Month
Basic,15,10-07-2022,11-07-2023,Brazil,49,Female,Laptop,1 Month
Standard,11,12-07-2022,08-07-2023,Mexico,50,Female,Tablet,1 Month
Premium,14,13-07-2022,09-07-2023,Spain,44,Male,Smartphone,1 Month
Basic,14,15-07-2022,09-07-2023,Italy,47,Female,Tablet,1 Month
Premium,15,16-07-2022,11-07-2023,Spain,46,Female,Laptop,1 Month
Basic,11,19-07-2022,08-07-2023,Spain,39,Female,Laptop,1 Month
Standard,15,23-07-2022,10-07-2023,United States,34,Male,Laptop,1 Month
Standard,10,28-07-2022,09-07-2023,Canada,31,Female,Smart TV,1 Month
Basic,10,14-08-2022,11-07-2023,United States,46,Female,Laptop,1 Month
Premium,15,18-08-2022,08-07-2023,United States,30,Male,Smart TV,1 Month
Basic,12,23-08-2022,12-07-2023,Canada,29,Male,Tablet,1 Month
Standard,12,27-08-2022,09-07-2023,United Kingdom,42,Male,Tablet,1 Month
Premium,13,01-09-2022,10-07-2023,Australia,27,Female,Smartphone,1 Month
Basic,15,02-09-2022,09-07-2023,Germany,33,Male,Laptop,1 Month
Premium,13,04-09-2022,12-07-2023,France,45,Female,Smart TV,1 Month
Basic,13,11-09-2022,09-07-2023,Brazil,50,Male,Tablet,1 Month
Standard,10,16-09-2022,09-07-2023,Mexico,42,Female,Tablet,1 Month
Standard,10,19-09-2022,11-07-2023,Spain,29,Male,Tablet,1 Month
Basic,12,20-09-2022,12-07-2023,Italy,31,Female,Tablet,1 Month
Premium,13,05-10-2022,09-07-2023,Spain,42,Female,Smartphone,1 Month
Basic,10,07-10-2022,09-07-2023,Spain,44,Female,Laptop,1 Month
Standard,10,10-10-2022,11-07-2023,United States,34,Male,Smart TV,1 Month
Premium,13,12-10-2022,11-07-2023,Canada,40,Female,Smart TV,1 Month
Basic,10,13-10-2022,08-07-2023,United States,38,Male,Smart TV,1 Month
Basic,15,15-10-2022,09-07-2023,United States,42,Female,Tablet,1 Month
Basic,10,17-10-2022,11-07-2023,Canada,47,Male,Tablet,1 Month
Standard,15,18-10-2022,10-07-2023,United Kingdom,29,Female,Tablet,1 Month
Premium,11,20-10-2022,08-07-2023,Australia,29,Male,Laptop,1 Month
Basic,14,22-10-2022,10-07-2023,Germany,44,Female,Smart TV,1 Month
Basic,12,25-10-2022,11-07-2023,France,31,Male,Tablet,1 Month
Premium,14,27-10-2022,09-07-2023,Brazil,48,Female,Smartphone,1 Month
Standard,14,01-11-2022,07-07-2023,Mexico,32,Female,Laptop,1 Month
Standard,13,02-11-2022,11-07-2023,Spain,28,Female,Tablet,1 Month
Basic,11,04-11-2022,10-07-2023,Italy,36,Female,Smartphone,1 Month
Premium,10,06-11-2022,09-07-2023,Spain,28,Female,Smartphone,1 Month
Standard,14,07-11-2022,07-07-2023,Spain,32,Female,Smart TV,1 Month
Basic,15,08-11-2022,10-07-2023,United States,50,Female,Smartphone,1 Month
Standard,12,09-11-2022,10-07-2023,Canada,44,Male,Tablet,1 Month
Premium,14,10-11-2022,10-07-2023,United States,44,Female,Smartphone,1 Month
Basic,14,09-11-2022,09-07-2023,United States,47,Male,Laptop,1 Month
Premium,15,09-11-2022,10-07-2023,Canada,39,Female,Smart TV,1 Month
Standard,11,07-11-2022,10-07-2023,United Kingdom,44,Female,Tablet,1 Month
Basic,12,03-11-2022,10-07-2023,Australia,46,Female,Tablet,1 Month
